date,hour,id_origin,id_destination,activity_origin,activity_destination,income,age,gender,n_trips,trips_total_length_km
2025-06-02,1,28079,28113,other_non_frequent,home,10-15,25-45,male,8129,169763
2025-06-02,1,28079,28113,other_non_frequent,home,10-15,45-65,female,2792,39282
2025-06-02,1,28079,28113,other_non_frequent,home,10-15,45-65,male,2176,43013
2025-06-02,1,28079,28113,other_non_frequent,other_frequent,10-15,0-25,female,6372,167536
2025-06-02,1,28079,28113,other_non_frequent,other_frequent,10-15,45-65,male,2289,29131
2025-06-02,1,28079,28113,other_non_frequent,other_non_frequent,10-15,25-45,male,3209,51890
2025-06-02,1,28079,28113,other_non_frequent,work_or_study,10-15,45-65,female,2792,31994
2025-06-02,1,28079,28115,home,other_frequent,10-15,0-25,female,5960,14352
2025-06-02,1,28079,28115,home,other_frequent,10-15,0-25,male,11372,16088.999999999998
2025-06-02,1,28079,28115,home,other_frequent,10-15,25-45,female,22926,97347
2025-06-02,1,28079,28115,home,other_frequent,10-15,25-45,male,33630,98976
2025-06-02,1,28079,28115,home,other_frequent,10-15,45-65,female,24169,76566
2025-06-02,1,28079,28115,home,other_frequent,10-15,45-65,male,20360,60207
2025-06-02,1,28079,28115,home,other_frequent,10-15,65-100,male,13855,41697
2025-06-02,1,28079,28115,home,other_frequent,>15,0-25,female,11252,60388
2025-06-02,1,28079,28115,home,other_frequent,>15,0-25,male,10344,28249
2025-06-02,1,28079,28115,home,other_frequent,>15,25-45,female,12115,51982
2025-06-02,1,28079,28115,home,other_frequent,>15,25-45,male,6206,16762
2025-06-02,1,28079,28115,home,other_frequent,>15,45-65,female,17770,109935
2025-06-02,1,28079,28115,home,other_frequent,>15,45-65,male,11805,77611
2025-06-02,1,28079,28115,home,other_frequent,>15,65-100,female,12367,75761
2025-06-02,1,28079,28115,home,other_frequent,>15,65-100,male,5198,8396
2025-06-02,1,28079,28115,home,other_non_frequent,10-15,0-25,female,5960,13413
2025-06-02,1,28079,28115,home,other_non_frequent,10-15,0-25,male,11372,47587
2025-06-02,1,28079,28115,home,other_non_frequent,10-15,25-45,female,26555,108569
2025-06-02,1,28079,28115,home,other_non_frequent,10-15,25-45,male,10089,26145
2025-06-02,1,28079,28115,home,other_non_frequent,10-15,45-65,female,5750,34695
2025-06-02,1,28079,28115,home,other_non_frequent,10-15,45-65,male,15270,50251
2025-06-02,1,28079,28115,home,other_non_frequent,10-15,65-100,female,4715,17324
2025-06-02,1,28079,28115,home,other_non_frequent,10-15,65-100,male,2771,7321
2025-06-02,1,28079,28115,home,other_non_frequent,>15,0-25,male,5172,31424
2025-06-02,1,28079,28115,home,other_non_frequent,>15,25-45,male,3103,14954
2025-06-02,1,28079,28115,home,other_non_frequent,>15,45-65,male,7080,38608
2025-06-02,1,28079,28115,home,work_or_study,10-15,45-65,female,3021,7449
2025-06-02,1,28079,28115,home,work_or_study,>15,25-45,male,3103,6260
2025-06-02,1,28079,28115,home,work_or_study,>15,45-65,female,2921,19453
2025-06-02,1,28079,28115,home,work_or_study,>15,45-65,male,7080,18714.000000000004
2025-06-02,1,28079,28115,home,work_or_study,>15,65-100,male,5198,14092
2025-06-02,1,28079,28115,other_frequent,home,>15,0-25,female,29140,120084
2025-06-02,1,28079,28115,other_frequent,home,>15,0-25,male,62626.99999999999,215191
2025-06-02,1,28079,28115,other_frequent,home,>15,25-45,female,59743,242769
2025-06-02,1,28079,28115,other_frequent,home,>15,25-45,male,66437,252100
2025-06-02,1,28079,28115,other_frequent,home,>15,45-65,female,61055,232336
2025-06-02,1,28079,28115,other_frequent,home,>15,45-65,male,62109,184934
2025-06-02,1,28079,28115,other_frequent,home,>15,65-100,female,54271,214504
2025-06-02,1,28079,28115,other_frequent,home,>15,65-100,male,29408,44362
2025-06-02,1,28079,28115,other_frequent,other_frequent,10-15,0-25,female,5960,17949
2025-06-02,1,28079,28115,other_frequent,other_frequent,10-15,45-65,female,6239,18621
2025-06-02,1,28079,28115,other_frequent,other_frequent,10-15,45-65,male,2719,2028
2025-06-02,1,28079,28115,other_frequent,other_frequent,10-15,65-100,male,2771,16509
2025-06-02,1,28079,28115,other_frequent,other_frequent,>15,25-45,male,3202,32934
2025-06-02,1,28079,28115,other_frequent,other_frequent,>15,45-65,female,6301,42611
2025-06-02,1,28079,28115,other_frequent,other_frequent,>15,45-65,male,11149.999999999998,25306
2025-06-02,1,28079,28115,other_frequent,other_frequent,>15,65-100,female,4431,46565
2025-06-02,1,28079,28115,other_frequent,other_frequent,>15,65-100,male,8598,9803
2025-06-02,1,28079,28115,other_frequent,other_non_frequent,10-15,25-45,male,6375,29722
2025-06-02,1,28079,28115,other_frequent,other_non_frequent,>15,0-25,female,6518,90817
2025-06-02,1,28079,28115,other_frequent,other_non_frequent,>15,0-25,male,6316,50072
2025-06-02,1,28079,28115,other_frequent,other_non_frequent,>15,25-45,female,4251,49280
2025-06-02,1,28079,28115,other_frequent,other_non_frequent,>15,25-45,male,6226,33059
2025-06-02,1,28079,28115,other_frequent,other_non_frequent,>15,45-65,male,5345,12841
2025-06-02,1,28079,28115,other_frequent,other_non_frequent,>15,65-100,female,4431,61822
2025-06-02,1,28079,28115,other_frequent,work_or_study,10-15,45-65,female,3096,11190
2025-06-02,1,28079,28115,other_frequent,work_or_study,>15,0-25,female,10030,48134
2025-06-02,1,28079,28115,other_frequent,work_or_study,>15,25-45,female,8528,52630
2025-06-02,1,28079,28115,other_frequent,work_or_study,>15,25-45,male,3498,10486
2025-06-02,1,28079,28115,other_non_frequent,home,>15,0-25,female,18831,198746
2025-06-02,1,28079,28115,other_non_frequent,home,>15,0-25,male,23301,259152
2025-06-02,1,28079,28115,other_non_frequent,home,>15,25-45,female,34223,283372
2025-06-02,1,28079,28115,other_non_frequent,home,>15,25-45,male,6454,47520
2025-06-02,1,28079,28115,other_non_frequent,home,>15,45-65,female,12668,45793
2025-06-02,1,28079,28115,other_non_frequent,home,>15,45-65,male,15985.999999999998,131672
2025-06-02,1,28079,28115,other_non_frequent,home,>15,65-100,female,14939,72947
2025-06-02,1,28079,28115,other_non_frequent,home,>15,65-100,male,6224,21101
2025-06-02,1,28079,28115,other_non_frequent,other_frequent,10-15,0-25,male,5686,45225
2025-06-02,1,28079,28115,other_non_frequent,other_frequent,>15,0-25,female,19765,117252.00000000001
2025-06-02,1,28079,28115,other_non_frequent,other_frequent,>15,0-25,male,9620,47487
2025-06-02,1,28079,28115,other_non_frequent,other_frequent,>15,45-65,female,2921,34039
2025-06-02,1,28079,28115,other_non_frequent,other_frequent,>15,45-65,male,5442,37407
2025-06-02,1,28079,28115,other_non_frequent,other_frequent,>15,65-100,male,2648,18228
2025-06-02,1,28079,28115,other_non_frequent,other_non_frequent,10-15,25-45,male,2051,3195
2025-06-02,1,28079,28115,other_non_frequent,other_non_frequent,10-15,45-65,female,7791,39535
2025-06-02,1,28079,28115,other_non_frequent,other_non_frequent,>15,0-25,female,10309,17339
2025-06-02,1,28079,28115,other_non_frequent,other_non_frequent,>15,25-45,female,9351,25697
2025-06-02,1,28079,28115,other_non_frequent,other_non_frequent,>15,25-45,male,2526,7019
2025-06-02,1,28079,28115,other_non_frequent,other_non_frequent,>15,45-65,female,2628,12257
2025-06-02,1,28079,28115,other_non_frequent,other_non_frequent,>15,65-100,female,4724,10137
2025-06-02,1,28079,28115,other_non_frequent,other_non_frequent,>15,65-100,male,1954,5840
2025-06-02,1,28079,28115,other_non_frequent,work_or_study,10-15,25-45,female,3747,31276
2025-06-02,1,28079,28115,work_or_study,home,>15,0-25,female,54706,96852
2025-06-02,1,28079,28115,work_or_study,home,>15,0-25,male,39326,81545
2025-06-02,1,28079,28115,work_or_study,home,>15,25-45,female,8114.000000000001,35038
2025-06-02,1,28079,28115,work_or_study,home,>15,25-45,male,20174.999999999996,37928
2025-06-02,1,28079,28115,work_or_study,home,>15,45-65,female,7836,36040
2025-06-02,1,28079,28115,work_or_study,home,>15,45-65,male,19330,44086
2025-06-02,1,28079,28115,work_or_study,home,>15,65-100,male,16120.000000000002,31631.999999999996
2025-06-02,1,28079,28115,work_or_study,other_frequent,10-15,45-65,male,2545,7679
2025-06-02,1,28079,28115,work_or_study,other_frequent,>15,0-25,male,12982,123841.00000000001
2025-06-02,1,28079,28115,work_or_study,other_frequent,>15,45-65,male,2360,17187
2025-06-02,1,28079,28115,work_or_study,other_non_frequent,10-15,25-45,male,3505,7958
2025-06-02,1,28079,28115,work_or_study,other_non_frequent,>15,25-45,male,3995,27654
2025-06-02,1,28079,28119,home,other_frequent,10-15,45-65,male,2545,52056
2025-06-02,1,28079,28123,home,other_frequent,10-15,0-25,female,33790,143206
2025-06-02,1,28079,28123,home,other_frequent,10-15,25-45,female,47994,200442.99999999997
2025-06-02,1,28079,28123,home,other_frequent,10-15,25-45,male,15603,73613
2025-06-02,1,28079,28123,home,other_frequent,10-15,45-65,female,18021,64357
2025-06-02,1,28079,28123,home,other_frequent,10-15,45-65,male,16259,63507
2025-06-02,1,28079,28123,home,other_frequent,10-15,65-100,female,12742,47005
2025-06-02,1,28079,28123,home,other_frequent,10-15,65-100,male,7622.999999999999,19334
2025-06-02,1,28079,28123,home,other_frequent,>15,0-25,male,4768,60019
2025-06-02,1,28079,28123,home,other_frequent,>15,25-45,male,5554,46614
2025-06-02,1,28079,28123,home,other_frequent,>15,45-65,female,2876,18067
2025-06-02,1,28079,28123,home,other_frequent,>15,65-100,female,3507,22988
2025-06-02,1,28079,28123,home,other_frequent,>15,65-100,male,2029.9999999999998,14416
2025-06-02,1,28079,28123,home,other_non_frequent,10-15,0-25,female,6758,37206
2025-06-02,1,28079,28123,home,other_non_frequent,10-15,0-25,male,5917,39315
2025-06-02,1,28079,28123,home,other_non_frequent,10-15,25-45,female,3239,52820
2025-06-02,1,28079,28123,home,other_non_frequent,10-15,45-65,male,2327,8665
2025-06-02,1,28079,28123,home,other_non_frequent,10-15,65-100,male,1986,12844
2025-06-02,1,28079,28123,home,other_non_frequent,>15,25-45,male,2777,14352
2025-06-02,1,28079,28123,home,work_or_study,10-15,0-25,female,6184,4089.0000000000005
2025-06-02,1,28079,28123,home,work_or_study,10-15,25-45,female,7428,113258
2025-06-02,1,28079,28123,home,work_or_study,10-15,25-45,male,2988,7023
2025-06-02,1,28079,28123,home,work_or_study,10-15,45-65,female,9012,30326
2025-06-02,1,28079,28123,home,work_or_study,10-15,45-65,male,4639,30139
2025-06-02,1,28079,28123,home,work_or_study,>15,25-45,male,3520,40287
2025-06-02,1,28079,28123,home,work_or_study,>15,45-65,male,2469,27421
2025-06-02,1,28079,28123,other_frequent,home,>15,0-25,female,26838,60213
2025-06-02,1,28079,28123,other_frequent,home,>15,0-25,male,41155,234040
2025-06-02,1,28079,28123,other_frequent,home,>15,25-45,female,55764,217776
2025-06-02,1,28079,28123,other_frequent,home,>15,25-45,male,41147.99999999999,287475
2025-06-02,1,28079,28123,other_frequent,home,>15,45-65,female,56496,335122
2025-06-02,1,28079,28123,other_frequent,home,>15,45-65,male,33202,276105
2025-06-02,1,28079,28123,other_frequent,home,>15,65-100,female,21928,174975
2025-06-02,1,28079,28123,other_frequent,home,>15,65-100,male,11831.999999999998,67579.00000000001
2025-06-02,1,28079,28123,other_frequent,other_frequent,10-15,0-25,female,7995,72888
2025-06-02,1,28079,28123,other_frequent,other_frequent,10-15,0-25,male,6754,65415.00000000001
2025-06-02,1,28079,28123,other_frequent,other_frequent,10-15,25-45,female,3719,5062
2025-06-02,1,28079,28123,other_frequent,other_frequent,10-15,45-65,female,3641,17310
2025-06-02,1,28079,28123,other_frequent,other_frequent,10-15,45-65,male,2719,27725
2025-06-02,1,28079,28123,other_frequent,other_frequent,>15,45-65,female,3531,16685
2025-06-02,1,28079,28123,other_frequent,other_frequent,>15,45-65,male,10421,64352.99999999999
2025-06-02,1,28079,28123,other_frequent,other_frequent,>15,65-100,male,1972,6964
2025-06-02,1,28079,28123,other_frequent,other_non_frequent,10-15,0-25,female,6150,10213
2025-06-02,1,28079,28123,other_frequent,other_non_frequent,>15,25-45,male,3592,51965
2025-06-02,1,28079,28123,other_frequent,other_non_frequent,>15,65-100,male,2603,2568
2025-06-02,1,28079,28123,other_frequent,work_or_study,>15,0-25,female,8946,48757
2025-06-02,1,28079,28123,other_frequent,work_or_study,>15,25-45,female,4647,13417
2025-06-02,1,28079,28123,other_non_frequent,home,>15,0-25,male,8231,48827
2025-06-02,1,28079,28123,other_non_frequent,home,>15,25-45,female,37176,420089
2025-06-02,1,28079,28123,other_non_frequent,home,>15,25-45,male,17145,174524
2025-06-02,1,28079,28123,other_non_frequent,home,>15,45-65,female,21186,197384
2025-06-02,1,28079,28123,other_non_frequent,home,>15,45-65,male,15323.999999999998,163918.99999999997
2025-06-02,1,28079,28123,other_non_frequent,home,>15,65-100,female,2741,2599
2025-06-02,1,28079,28123,other_non_frequent,home,>15,65-100,male,9860,107395.99999999999
2025-06-02,1,28079,28123,other_non_frequent,other_frequent,10-15,25-45,female,3060,43922
2025-06-02,1,28079,28123,other_non_frequent,other_frequent,10-15,25-45,male,3244,44999
2025-06-02,1,28079,28123,other_non_frequent,other_frequent,10-15,45-65,female,6433,102877
2025-06-02,1,28079,28123,other_non_frequent,other_frequent,10-15,45-65,male,5198,61974.00000000001
2025-06-02,1,28079,28123,other_non_frequent,other_frequent,>15,65-100,female,2741,35285
2025-06-02,1,28079,28123,other_non_frequent,other_non_frequent,10-15,25-45,male,8773,120806
2025-06-02,1,28079,28123,other_non_frequent,other_non_frequent,10-15,45-65,male,5320,90226
2025-06-02,1,28079,28123,other_non_frequent,other_non_frequent,>15,45-65,female,2861,51863
2025-06-02,1,28079,28123,work_or_study,home,>15,0-25,female,8946,15296
2025-06-02,1,28079,28123,work_or_study,home,>15,0-25,male,8231,15689
2025-06-02,1,28079,28123,work_or_study,home,>15,25-45,female,4647,20512
2025-06-02,1,28079,28123,work_or_study,home,>15,25-45,male,6858,10720
2025-06-02,1,28079,28123,work_or_study,home,>15,45-65,female,14124,60012
2025-06-02,1,28079,28123,work_or_study,home,>15,45-65,male,10216,50930
2025-06-02,1,28079,28123,work_or_study,home,>15,65-100,female,2741,5479
2025-06-02,1,28079,28123,work_or_study,other_frequent,10-15,0-25,male,5917,42741
2025-06-02,1,28079,28127,home,other_non_frequent,>15,0-25,male,7030,150241
2025-06-02,1,28079,28127,home,other_non_frequent,>15,45-65,female,3022,39774
2025-06-02,1,28079,28127,home,work_or_study,>15,45-65,male,2319,11951
2025-06-02,1,28079,28127,home,work_or_study,>15,65-100,male,2603,18009
2025-06-02,1,28079,28127,other_frequent,home,>15,0-25,female,27180,373279
2025-06-02,1,28079,28127,other_frequent,home,>15,0-25,male,7919,118647
2025-06-02,1,28079,28127,other_frequent,home,>15,25-45,female,16292.000000000002,204683
2025-06-02,1,28079,28127,other_frequent,home,>15,25-45,male,3202,56883
2025-06-02,1,28079,28127,other_frequent,home,>15,45-65,female,7260,51644.00000000001
2025-06-02,1,28079,28127,other_frequent,home,>15,45-65,male,8370,182885
2025-06-02,1,28079,28127,other_frequent,home,>15,65-100,female,20009.999999999996,202328
2025-06-02,1,28079,28127,other_frequent,home,>15,65-100,male,2494,42565
2025-06-02,1,28079,28127,other_frequent,other_frequent,>15,45-65,female,7780,125190
2025-06-02,1,28079,28127,other_frequent,other_frequent,>15,45-65,male,2790,51017
2025-06-02,1,28079,28127,other_frequent,other_non_frequent,10-15,0-25,female,6253,110678
2025-06-02,1,28079,28127,other_frequent,other_non_frequent,>15,45-65,female,3022,51522
2025-06-02,1,28079,28127,other_frequent,other_non_frequent,>15,45-65,male,6092.000000000001,84664
2025-06-02,1,28079,28127,other_non_frequent,home,>15,0-25,male,7919,169298
2025-06-02,1,28079,28127,other_non_frequent,home,>15,25-45,female,8146.000000000001,102642.00000000001
2025-06-02,1,28079,28127,other_non_frequent,home,>15,25-45,male,6404,108721
2025-06-02,1,28079,28127,other_non_frequent,home,>15,45-65,female,7260,26620
2025-06-02,1,28079,28127,other_non_frequent,home,>15,45-65,male,11160,198576
2025-06-02,1,28079,28127,other_non_frequent,home,>15,65-100,female,8004,64467
2025-06-02,1,28079,28127,other_non_frequent,home,>15,65-100,male,4988,95185
2025-06-02,1,28079,28127,other_non_frequent,other_frequent,>15,45-65,male,8744,193615
2025-06-02,1,28079,28127,other_non_frequent,other_non_frequent,10-15,25-45,male,3806,79768
2025-06-02,1,28079,28127,other_non_frequent,other_non_frequent,>15,25-45,male,2783,41532
2025-06-02,1,28079,28127,other_non_frequent,other_non_frequent,>15,65-100,male,2216,46494
2025-06-02,1,28079,28127,work_or_study,home,>15,0-25,male,7919,51482
2025-06-02,1,28079,28127,work_or_study,home,>15,45-65,male,8370.000000000002,62007.99999999999
2025-06-02,1,28079,28127,work_or_study,home,>15,65-100,male,2494,18215
2025-06-02,1,28079,28127,work_or_study,other_frequent,>15,25-45,female,4073.0000000000005,45372
2025-06-02,1,28079,28127,work_or_study,other_frequent,>15,45-65,female,3630,78241
2025-06-02,1,28079,28127,work_or_study,other_non_frequent,10-15,25-45,female,3719,58605
2025-06-02,1,28079,28129,home,other_non_frequent,>15,65-100,male,2603,57762
2025-06-02,1,28079,28129,other_non_frequent,other_frequent,10-15,0-25,female,6242,213187
2025-06-02,1,28079,28130,home,other_frequent,10-15,25-45,female,7076,33649
2025-06-02,1,28079,28130,home,other_frequent,10-15,25-45,male,3012,56150
2025-06-02,1,28079,28130,home,other_frequent,10-15,45-65,female,6002,25074
2025-06-02,1,28079,28130,home,other_frequent,10-15,45-65,male,9212,76651
2025-06-02,1,28079,28130,home,other_frequent,>15,0-25,male,7030,96276
2025-06-02,1,28079,28130,home,other_frequent,>15,45-65,male,4509,43687.99999999999
2025-06-02,1,28079,28130,home,other_non_frequent,10-15,0-25,female,18552,105607
2025-06-02,1,28079,28130,home,other_non_frequent,10-15,25-45,female,7076,37424
2025-06-02,1,28079,28130,home,other_non_frequent,10-15,25-45,male,5976,39279
2025-06-02,1,28079,28130,home,other_non_frequent,10-15,45-65,female,12004,64331.99999999999
2025-06-02,1,28079,28130,home,other_non_frequent,10-15,65-100,female,7830,124804
2025-06-02,1,28079,28130,home,other_non_frequent,10-15,65-100,male,5637,28878
2025-06-02,1,28079,28130,home,other_non_frequent,>15,45-65,female,2876,23495
2025-06-02,1,28079,28130,home,work_or_study,10-15,45-65,female,3001,10384
