date,hour,id_origin,id_destination,activity_origin,activity_destination,income,age,gender,n_trips,trips_total_length_km
2025-06-02,3,28079,35019,home,other_non_frequent,>15,65-100,female,4591,8185929
2025-06-02,3,28079,35019,other_non_frequent,other_non_frequent,>15,65-100,male,8951,16000601
2025-06-02,3,28079,35019,other_non_frequent,work_or_study,10-15,45-65,male,4024,7219266
2025-06-02,3,28079,35021,other_non_frequent,work_or_study,>15,45-65,female,3692,6486186
2025-06-02,3,28079,35022,home,other_non_frequent,>15,65-100,female,4550,8113411
2025-06-02,3,28079,35022,other_non_frequent,other_non_frequent,10-15,45-65,male,3444,6096619
2025-06-02,3,28079,35023,other_non_frequent,other_non_frequent,10-15,25-45,male,4597,8082820
2025-06-02,3,28079,35026,other_non_frequent,other_frequent,10-15,45-65,female,7057,12471233
2025-06-02,3,28079,35026,work_or_study,other_non_frequent,10-15,45-65,male,8290,14523288
2025-06-02,3,28079,36057,other_non_frequent,home,>15,25-45,female,2901,1367403
2025-06-02,3,28079,36057,other_non_frequent,other_frequent,>15,25-45,female,2901,1369433
2025-06-02,3,28079,37103_AM,home,work_or_study,10-15,25-45,male,3969,670738
2025-06-02,3,28079,37156,other_frequent,other_non_frequent,>15,45-65,male,2642,476233
2025-06-02,3,28079,38011,other_non_frequent,home,10-15,45-65,female,4005,7144048
2025-06-02,3,28079,38023,other_non_frequent,work_or_study,10-15,45-65,female,4005,7104898
2025-06-02,3,28079,38038,home,other_non_frequent,10-15,45-65,male,2451,4331394
2025-06-02,3,28079,38038,other_non_frequent,other_non_frequent,10-15,65-100,female,4569,8073974
2025-06-02,3,28079,39035,home,other_non_frequent,10-15,45-65,male,2849,958943
2025-06-02,3,28079,39035,home,other_non_frequent,10-15,65-100,male,2596,873548
2025-06-02,3,28079,39040,home,other_non_frequent,10-15,25-45,male,3586,1202467
2025-06-02,3,28079,40032_AM,home,work_or_study,10-15,25-45,male,3586,325122
2025-06-02,3,28079,40225_AM,other_non_frequent,other_non_frequent,>15,45-65,female,3063,195605
2025-06-02,3,28079,41091,home,other_non_frequent,10-15,25-45,female,4019,1544767
2025-06-02,3,28079,44210_AM,home,other_non_frequent,10-15,45-65,female,3697,873382
2025-06-02,3,28079,45002,home,other_non_frequent,>15,25-45,male,3247,164534
2025-06-02,3,28079,45038,other_non_frequent,other_frequent,10-15,25-45,female,2743,105993
2025-06-02,3,28079,45041,home,work_or_study,10-15,45-65,male,2361,80203
2025-06-02,3,28079,45041,other_non_frequent,other_non_frequent,10-15,25-45,male,2770,99627
2025-06-02,3,28079,45081,home,other_frequent,10-15,45-65,male,2451,87069
2025-06-02,3,28079,45081,home,work_or_study,10-15,0-25,male,6189,211590
2025-06-02,3,28079,45081,home,work_or_study,10-15,25-45,female,7882,231694
2025-06-02,3,28079,45081,other_frequent,home,10-15,45-65,female,1973,79384
2025-06-02,3,28079,45081,other_non_frequent,other_non_frequent,10-15,25-45,male,3218,141338
2025-06-02,3,28079,45084,other_frequent,other_non_frequent,10-15,25-45,female,4019,321455
2025-06-02,3,28079,45123,home,work_or_study,>15,45-65,female,2997,138057
2025-06-02,3,28079,45123,other_non_frequent,other_non_frequent,10-15,45-65,male,1601,66232
2025-06-02,3,28079,45132_AM,home,other_non_frequent,>15,65-100,female,5159,498725
2025-06-02,3,28079,45161,other_frequent,home,10-15,25-45,female,4157,147211
2025-06-02,3,28079,45161,other_frequent,other_non_frequent,10-15,45-65,female,2943,92181
2025-06-02,3,28079,45161,other_non_frequent,home,10-15,0-25,male,9730,343100
2025-06-02,3,28079,45161,other_non_frequent,home,10-15,45-65,male,5390,199681
2025-06-02,3,28079,45161,other_non_frequent,other_frequent,10-15,25-45,male,3404,89983
2025-06-02,3,28079,45161,other_non_frequent,other_frequent,>15,65-100,male,2688,103396
2025-06-02,3,28079,45161,other_non_frequent,other_non_frequent,10-15,45-65,female,3987,135834
2025-06-02,3,28079,45161,work_or_study,other_non_frequent,10-15,0-25,male,8585,227906
2025-06-02,3,28079,45165,home,other_non_frequent,10-15,0-25,male,6949,734052
2025-06-02,3,28079,45199,home,other_frequent,>15,25-45,male,4067,144481
2025-06-02,3,28079,45201,home,work_or_study,>15,65-100,male,1989,66889
2025-06-02,3,28079,45205,home,other_frequent,10-15,45-65,male,2601,95574
2025-06-02,3,28079,46165,home,other_non_frequent,>15,0-25,female,6046,1799215
2025-06-02,3,28079,46190,home,other_non_frequent,>15,65-100,male,2535,743736
2025-06-02,3,28079,46190,other_non_frequent,work_or_study,>15,45-65,male,2164,633565
2025-06-02,3,28079,46213,home,other_non_frequent,10-15,25-45,female,4349,1058898
2025-06-02,3,28079,46213,home,other_non_frequent,10-15,65-100,male,2667,645447
2025-06-02,3,28079,46220,home,other_non_frequent,10-15,45-65,male,2372,706048
2025-06-02,3,28079,46250,home,other_non_frequent,10-15,25-45,female,4349,1315904
2025-06-02,3,28079,46250,home,other_non_frequent,10-15,25-45,male,3649,1113121
2025-06-02,3,28079,46250,home,other_non_frequent,10-15,45-65,male,2849,869032
2025-06-02,3,28079,46250,home,other_non_frequent,10-15,65-100,female,4851,1481897
2025-06-02,3,28079,46250,home,other_non_frequent,>15,0-25,male,7131,2167043
2025-06-02,3,28079,46250,home,other_non_frequent,>15,45-65,male,2835,858588
2025-06-02,3,28079,47023_AM,home,other_non_frequent,10-15,25-45,male,3468,526714
2025-06-02,3,28079,47186,other_non_frequent,other_non_frequent,10-15,45-65,male,3236,533924
2025-06-02,3,28079,48020,home,other_non_frequent,10-15,45-65,male,2601,843751
2025-06-02,3,28079,48020,home,other_non_frequent,>15,25-45,female,7773,2480468
2025-06-02,3,28079,48097_AM,home,other_non_frequent,10-15,25-45,male,3101,1005027
2025-06-02,3,28079,50062_AM,home,other_non_frequent,>15,45-65,male,2598,726340
2025-06-02,3,28079,50115,home,other_non_frequent,>15,45-65,female,2997,834465
2025-06-02,3,28079,50297,home,other_non_frequent,10-15,45-65,male,2119,582566
2025-06-02,3,28079,50297,other_non_frequent,other_non_frequent,>15,45-65,female,3366,923294
2025-06-02,3,28079,50298,home,other_non_frequent,10-15,45-65,female,3171,960347
2025-06-02,3,28079,FR101,home,other_non_frequent,>15,25-45,female,4808,52233
2025-06-02,3,28079,FR101,home,other_non_frequent,>15,25-45,male,3247,45683
2025-06-02,3,28079,FR102,home,other_non_frequent,10-15,25-45,female,4019,67516
2025-06-02,3,28079,FR102,other_non_frequent,other_non_frequent,>15,45-65,male,2902,6854
2025-06-02,3,28079,FR104,home,other_non_frequent,>15,25-45,female,4654,38442
2025-06-02,3,28079,FR104,home,other_non_frequent,>15,45-65,male,2598,22732
2025-06-02,3,28079,FR104,other_non_frequent,other_non_frequent,10-15,45-65,female,3526,2544
2025-06-02,3,28079,FR104,other_non_frequent,other_non_frequent,>15,45-65,female,2416,3892
2025-06-02,3,28079,FR106,other_non_frequent,other_non_frequent,>15,45-65,female,2416,3976
2025-06-02,3,28079,FR107,home,other_non_frequent,10-15,0-25,male,6186,93308
2025-06-02,3,28079,FR107,home,other_non_frequent,10-15,65-100,male,2861,48455
2025-06-02,3,28079,FR107,home,other_non_frequent,>15,0-25,male,6094,37489
2025-06-02,3,28079,FR107,home,other_non_frequent,>15,25-45,female,4634,42812
2025-06-02,3,28079,FR108,home,other_non_frequent,10-15,0-25,female,6197,125510
2025-06-02,3,28079,FRE11,home,other_non_frequent,>15,45-65,female,3733,36634
2025-06-02,3,28079,FRE11,other_non_frequent,other_non_frequent,10-15,45-65,female,3146,24164
2025-06-02,3,28079,FRF32,other_non_frequent,other_non_frequent,>15,25-45,female,4234,47011
2025-06-02,3,28079,FRG02,home,other_non_frequent,>15,0-25,female,5826,45705
2025-06-02,3,28079,FRI12,home,other_non_frequent,10-15,45-65,female,2836,42840
2025-06-02,3,28079,FRJ11,home,other_non_frequent,10-15,25-45,male,3101,51636
2025-06-02,3,28079,FRJ23,home,other_non_frequent,10-15,65-100,female,3932,37932
2025-06-02,3,28079,FRJ23,home,other_non_frequent,>15,45-65,male,2441,25108
2025-06-02,3,28079,FRJ23,other_frequent,other_non_frequent,10-15,45-65,female,2982,28059
2025-06-02,3,28079,FRJ23,other_non_frequent,other_non_frequent,>15,45-65,male,2829,31931
2025-06-02,3,28079,FRJ23,other_non_frequent,other_non_frequent,>15,65-100,female,3999,2884
2025-06-02,3,28079,FRK26,home,other_non_frequent,>15,0-25,female,5227,68682
2025-06-02,3,28079,FRL03,home,other_non_frequent,10-15,0-25,male,6491,96604
2025-06-02,3,28079,FRL03,home,other_non_frequent,>15,45-65,male,2560,25108
2025-06-02,3,28079,FRL04,home,other_non_frequent,10-15,0-25,female,6540,61322
2025-06-02,3,28079,FRL04,home,other_non_frequent,10-15,25-45,female,3818,35784
2025-06-02,3,28079,FRL04,home,other_non_frequent,10-15,25-45,male,3969,62075
2025-06-02,3,28079,PT170,home,other_non_frequent,10-15,25-45,male,3468,58349
2025-06-02,3,28079,PT170,home,other_non_frequent,10-15,45-65,female,2836,44365
2025-06-02,3,28079,PT170,home,other_non_frequent,10-15,65-100,male,1932,12168
2025-06-02,3,28079,PT170,home,other_non_frequent,>15,0-25,female,3354,37392
2025-06-02,3,28079,PT170,home,other_non_frequent,>15,65-100,female,2984,3539
2025-06-02,3,28079,PT170,other_frequent,other_non_frequent,>15,25-45,female,3354,3942
2025-06-02,3,28079,PT170,other_non_frequent,other_non_frequent,10-15,45-65,male,3536,50904
2025-06-02,3,28079,PT170,other_non_frequent,other_non_frequent,>15,25-45,female,3352,35727
2025-06-02,4,28079,01059,home,other_non_frequent,>15,0-25,male,5414,1504815
2025-06-02,4,28079,01059,other_non_frequent,home,>15,45-65,male,3160,899217
2025-06-02,4,28079,01059,other_non_frequent,work_or_study,>15,0-25,female,3347,968106
2025-06-02,4,28079,02003,home,other_frequent,10-15,45-65,male,2451,526732
2025-06-02,4,28079,02029,home,other_non_frequent,10-15,0-25,female,6540,1507517
2025-06-02,4,28079,02029,other_non_frequent,work_or_study,10-15,25-45,male,3276,755003
2025-06-02,4,28079,03031,home,other_non_frequent,10-15,45-65,female,3697,1364431
2025-06-02,4,28079,03031,home,other_non_frequent,>15,65-100,female,3554,1299329
2025-06-02,4,28079,03063,home,other_non_frequent,10-15,25-45,male,3586,1318562
2025-06-02,4,28079,03063,home,other_non_frequent,10-15,45-65,male,2361,872817
2025-06-02,4,28079,03128,home,other_non_frequent,>15,0-25,female,6171,2295972
2025-06-02,4,28079,04032,home,other_frequent,>15,45-65,female,3757,1566333
2025-06-02,4,28079,04066,home,other_non_frequent,10-15,25-45,female,3818,1518314
2025-06-02,4,28079,04079,home,other_non_frequent,10-15,25-45,male,3586,1491332
2025-06-02,4,28079,04079,home,other_non_frequent,>15,25-45,male,3289,1368883
2025-06-02,4,28079,05019,home,other_frequent,10-15,25-45,female,3818,363563
2025-06-02,4,28079,05019,home,other_non_frequent,10-15,65-100,male,2401,221317
2025-06-02,4,28079,05019,home,work_or_study,10-15,25-45,male,3468,290140
2025-06-02,4,28079,05186_AM,home,other_non_frequent,10-15,65-100,male,2596,351946
2025-06-02,4,28079,05204_AM,home,other_frequent,10-15,0-25,male,6186,526211
2025-06-02,4,28079,05204_AM,other_non_frequent,other_non_frequent,10-15,45-65,male,2589,246683
2025-06-02,4,28079,05240_AM,home,other_non_frequent,10-15,25-45,male,3586,273472
2025-06-02,4,28079,05240_AM,other_frequent,other_non_frequent,10-15,45-65,male,2170,164021
2025-06-02,4,28079,05241_AM,home,other_non_frequent,>15,0-25,male,5650,396862
2025-06-02,4,28079,06036_AM,home,other_non_frequent,10-15,25-45,male,3649,880819
2025-06-02,4,28079,06083,home,other_frequent,>15,45-65,female,3757,1080998
2025-06-02,4,28079,06083,home,other_non_frequent,10-15,25-45,female,4019,1124566
2025-06-02,4,28079,06125_AM,home,other_non_frequent,>15,65-100,male,2810,603231
2025-06-02,4,28079,07002,home,other_non_frequent,10-15,45-65,male,2451,1633391
2025-06-02,4,28079,07002,home,other_non_frequent,>15,0-25,female,6171,4107493.9999999995
2025-06-02,4,28079,07011,other_frequent,other_non_frequent,10-15,45-65,male,2958,1610242
2025-06-02,4,28079,07015,home,other_non_frequent,10-15,25-45,male,7298,4710015
2025-06-02,4,28079,07015,home,other_non_frequent,>15,0-25,male,4883,3140275
2025-06-02,4,28079,07015,home,other_non_frequent,>15,25-45,male,3593,2303217
2025-06-02,4,28079,07015,home,other_non_frequent,>15,45-65,male,2441,1575485
2025-06-02,4,28079,07015,other_frequent,other_non_frequent,>15,45-65,female,2997,1914020
2025-06-02,4,28079,07015,other_non_frequent,other_non_frequent,>15,45-65,female,3302,2126905
2025-06-02,4,28079,07031,home,other_non_frequent,>15,65-100,female,4808,2707996
2025-06-02,4,28079,07032,home,other_non_frequent,>15,65-100,male,2889,1955966
2025-06-02,4,28079,07032,other_non_frequent,home,>15,65-100,female,3455,2334486
2025-06-02,4,28079,07036,home,other_non_frequent,>15,65-100,male,2665,1475325
2025-06-02,4,28079,07037,home,other_non_frequent,10-15,45-65,female,3061,2036729
2025-06-02,4,28079,07040,home,other_non_frequent,>15,25-45,female,3467,1901876
2025-06-02,4,28079,07040,other_frequent,other_non_frequent,>15,25-45,female,4776,2595022
2025-06-02,4,28079,07040,other_non_frequent,home,>15,25-45,female,4464,2452763
2025-06-02,4,28079,07040,other_non_frequent,home,>15,45-65,male,1004,552883
2025-06-02,4,28079,07040,other_non_frequent,other_frequent,>15,25-45,male,1446,795648
2025-06-02,4,28079,07040,other_non_frequent,other_frequent,>15,45-65,male,3198,1756664
2025-06-02,4,28079,07046,home,other_non_frequent,10-15,25-45,male,3969,1855220
2025-06-02,4,28079,07046,home,other_non_frequent,10-15,45-65,male,2451,1093401
2025-06-02,4,28079,07048,home,other_non_frequent,10-15,25-45,male,3331,1525065
2025-06-02,4,28079,07051,home,other_non_frequent,10-15,45-65,male,2666,1636563
2025-06-02,4,28079,07054,home,other_non_frequent,>15,25-45,male,2835,1337244
2025-06-02,4,28079,07054,home,other_non_frequent,>15,45-65,male,2769,1308206
2025-06-02,4,28079,08019,home,other_non_frequent,10-15,45-65,female,3697,1857404
2025-06-02,4,28079,08019,home,other_non_frequent,>15,25-45,female,4634,2329419
2025-06-02,4,28079,08019,home,other_non_frequent,>15,45-65,male,2835,1422387
2025-06-02,4,28079,08019,other_non_frequent,other_non_frequent,10-15,25-45,male,4141,2059277.9999999998
2025-06-02,4,28079,08125,home,other_non_frequent,10-15,45-65,female,3349,1729255
2025-06-02,4,28079,08245,other_non_frequent,work_or_study,10-15,45-65,male,2124,1079032
2025-06-02,4,28079,09141_AM,home,other_non_frequent,10-15,0-25,male,6748,882023
2025-06-02,4,28079,09141_AM,home,other_non_frequent,10-15,25-45,male,3468,475587
2025-06-02,4,28079,09141_AM,home,work_or_study,10-15,65-100,male,2401,339006
2025-06-02,4,28079,09238_AM,home,other_non_frequent,>15,25-45,female,3887,949344
2025-06-02,4,28079,09390_AM,other_frequent,other_frequent,10-15,0-25,male,3577,610750
2025-06-02,4,28079,11014,home,other_non_frequent,>15,25-45,male,3593,1837241
2025-06-02,4,28079,11016,home,other_non_frequent,10-15,25-45,female,3357,1583313
2025-06-02,4,28079,11016,other_non_frequent,other_non_frequent,10-15,65-100,female,3430,1611561
2025-06-02,4,28079,11032,home,other_non_frequent,>15,25-45,male,3593,1705705
2025-06-02,4,28079,13034,home,other_non_frequent,10-15,45-65,male,3149,489266
2025-06-02,4,28079,13034,home,other_non_frequent,>15,45-65,female,3074,500834
2025-06-02,4,28079,13034,home,other_non_frequent,>15,45-65,male,2313,377404
2025-06-02,4,28079,13097_AM,home,other_non_frequent,10-15,0-25,male,5908,767625
2025-06-02,4,28079,14021,home,other_non_frequent,10-15,65-100,male,4802,1388196
2025-06-02,4,28079,14021,home,other_non_frequent,>15,45-65,male,2829,837044
2025-06-02,4,28079,15008,home,other_non_frequent,>15,45-65,female,3567,1782897
2025-06-02,4,28079,15030,home,other_non_frequent,>15,45-65,female,3161,1597196
2025-06-02,4,28079,15030,other_frequent,work_or_study,10-15,45-65,male,3427,1743956
2025-06-02,4,28079,15030,other_non_frequent,home,10-15,0-25,female,2858,1453700
2025-06-02,4,28079,15030,other_non_frequent,other_non_frequent,10-15,25-45,male,3586,1840171
2025-06-02,4,28079,15030,other_non_frequent,other_non_frequent,>15,0-25,male,2590,1318336
2025-06-02,4,28079,15031,home,other_non_frequent,>15,25-45,female,4634,2320455
2025-06-02,4,28079,15048,home,other_non_frequent,>15,45-65,female,3567,1782739
2025-06-02,4,28079,15058,home,other_non_frequent,10-15,0-25,female,6540,3332749
2025-06-02,4,28079,15059,home,other_non_frequent,>15,25-45,male,2835,1424560
2025-06-02,4,28079,15087,other_frequent,other_non_frequent,>15,45-65,female,3198,1621880
2025-06-02,4,28079,16078,home,other_frequent,10-15,0-25,male,6189,818714
2025-06-02,4,28079,16078,home,other_frequent,>15,25-45,male,3969,538644
2025-06-02,4,28079,16078,home,other_non_frequent,10-15,45-65,male,2849,412264
2025-06-02,4,28079,16078,home,other_non_frequent,>15,45-65,male,2769,362909
2025-06-02,4,28079,16078,home,work_or_study,10-15,45-65,male,2451,323061
2025-06-02,4,28079,16112_AM,home,other_non_frequent,10-15,45-65,male,2451,177864
2025-06-02,4,28079,16112_AM,home,other_non_frequent,>15,0-25,male,5895,446223
2025-06-02,4,28079,16203,home,other_non_frequent,10-15,25-45,male,3468,270937
2025-06-02,4,28079,16203,home,other_non_frequent,10-15,45-65,female,3349,248012
2025-06-02,4,28079,16203,other_non_frequent,other_frequent,10-15,45-65,female,3146,240172
2025-06-02,4,28079,17160,home,other_non_frequent,10-15,45-65,female,3146,1853518
2025-06-02,4,28079,18003,home,other_non_frequent,10-15,65-100,male,2861,994355
2025-06-02,4,28079,19021_AM,home,other_frequent,10-15,25-45,female,3623,171373
2025-06-02,4,28079,19046,home,other_non_frequent,>15,25-45,female,4337,183734
2025-06-02,4,28079,19046,home,other_non_frequent,>15,45-65,male,2313,68517
2025-06-02,4,28079,19046,home,work_or_study,10-15,45-65,female,2836,117094
2025-06-02,4,28079,19046,home,work_or_study,10-15,45-65,male,5027,230425
2025-06-02,4,28079,19046,other_frequent,home,10-15,45-65,male,3092,128072
2025-06-02,4,28079,19046,other_non_frequent,home,10-15,45-65,female,3810,139691
2025-06-02,4,28079,19046,other_non_frequent,work_or_study,>15,0-25,male,5650,211196
2025-06-02,4,28079,19058_AM,home,work_or_study,>15,25-45,female,3685,153855
2025-06-02,4,28079,19058_AM,other_frequent,other_frequent,10-15,0-25,female,7661,334995
2025-06-02,4,28079,19058_AM,other_non_frequent,other_non_frequent,>15,0-25,male,6094,286342
2025-06-02,4,28079,19105,other_non_frequent,other_frequent,10-15,45-65,male,2533,121458
2025-06-02,4,28079,19130,home,work_or_study,10-15,45-65,female,3349,180325
2025-06-02,4,28079,19130,other_non_frequent,home,10-15,65-100,female,4136,209274
2025-06-02,4,28079,19130,other_non_frequent,home,>15,0-25,male,8612,430796
2025-06-02,4,28079,19160_AM,home,other_non_frequent,>15,25-45,male,3977,307307
2025-06-02,4,28079,19274_AM,home,other_non_frequent,10-15,45-65,male,2601,176000
2025-06-02,4,28079,19274_AM,home,other_non_frequent,>15,45-65,female,3567,229711
2025-06-02,4,28079,19274_AM,home,work_or_study,10-15,45-65,female,3697,257159
2025-06-02,4,28079,19280,home,other_non_frequent,10-15,25-45,male,3586,144637
2025-06-02,4,28079,19293,home,other_frequent,10-15,45-65,female,3149,150993
2025-06-02,4,28079,19319,home,other_frequent,10-15,25-45,male,3586,135753
2025-06-02,4,28079,20042,other_frequent,other_non_frequent,10-15,45-65,male,4612,1509799
2025-06-02,4,28079,20045,other_non_frequent,home,>15,65-100,female,3423,1232136
2025-06-02,4,28079,21023_AM,home,other_non_frequent,>15,45-65,male,5382,2162010
2025-06-02,4,28079,23010,home,other_non_frequent,10-15,25-45,female,4349,1109497
2025-06-02,4,28079,23050,home,other_non_frequent,>15,45-65,male,2598,752735
2025-06-02,4,28079,24089,home,other_non_frequent,10-15,45-65,male,3149,917489
2025-06-02,4,28079,24089,home,other_non_frequent,>15,45-65,female,3161,885979
2025-06-02,4,28079,24089,other_non_frequent,other_non_frequent,10-15,25-45,female,3895,1143833
2025-06-02,4,28079,24089,other_non_frequent,other_non_frequent,10-15,45-65,female,3146,926607
2025-06-02,4,28079,24115,home,other_non_frequent,10-15,45-65,male,2601,892797
2025-06-02,4,28079,26059_AM,other_frequent,other_non_frequent,>15,45-65,female,2070,447944
2025-06-02,4,28079,28002,home,other_frequent,>15,25-45,male,3612,58378
2025-06-02,4,28079,28002,home,other_frequent,>15,45-65,male,2599,57012
2025-06-02,4,28079,28002,home,work_or_study,>15,45-65,female,3399,56717
2025-06-02,4,28079,28002,other_non_frequent,other_frequent,10-15,45-65,male,2611,60063
2025-06-02,4,28079,28004,home,other_non_frequent,10-15,45-65,male,2545,73489
2025-06-02,4,28079,28005,home,other_frequent,10-15,0-25,male,12124,336161
2025-06-02,4,28079,28005,home,other_frequent,10-15,25-45,male,3209,66800
2025-06-02,4,28079,28005,home,other_frequent,10-15,45-65,male,2276,73706
2025-06-02,4,28079,28005,home,other_frequent,>15,25-45,male,3577,88008
2025-06-02,4,28079,28005,home,other_non_frequent,10-15,0-25,male,5967,165319
2025-06-02,4,28079,28005,home,other_non_frequent,10-15,25-45,male,3466,88818
2025-06-02,4,28079,28005,home,other_non_frequent,10-15,45-65,female,2729,83423
2025-06-02,4,28079,28005,home,other_non_frequent,>15,0-25,female,5611,136072
2025-06-02,4,28079,28005,home,other_non_frequent,>15,0-25,male,5346,127118
2025-06-02,4,28079,28005,home,work_or_study,10-15,0-25,male,13338,362973
2025-06-02,4,28079,28005,home,work_or_study,10-15,45-65,male,5341,171481
2025-06-02,4,28079,28005,home,work_or_study,>15,25-45,female,8916,218240
2025-06-02,4,28079,28005,home,work_or_study,>15,45-65,female,3228,80021
2025-06-02,4,28079,28005,home,work_or_study,>15,45-65,male,8884,198814
2025-06-02,4,28079,28005,other_frequent,home,10-15,0-25,female,7206,227282
2025-06-02,4,28079,28005,other_frequent,home,10-15,45-65,male,2866,81555
2025-06-02,4,28079,28005,other_frequent,home,10-15,65-100,male,2925,36684
2025-06-02,4,28079,28005,other_frequent,home,>15,25-45,male,15765,396949
2025-06-02,4,28079,28005,other_frequent,home,>15,45-65,male,2449,61160
2025-06-02,4,28079,28005,other_frequent,other_frequent,10-15,0-25,male,4912,80194
2025-06-02,4,28079,28005,other_frequent,other_frequent,10-15,25-45,male,3012,93129
2025-06-02,4,28079,28005,other_non_frequent,home,10-15,0-25,female,7206,218282
2025-06-02,4,28079,28005,other_non_frequent,home,10-15,0-25,male,7217,108455
2025-06-02,4,28079,28005,other_non_frequent,home,10-15,25-45,female,3590,54540
2025-06-02,4,28079,28005,other_non_frequent,home,>15,25-45,male,2621,68417
2025-06-02,4,28079,28005,other_non_frequent,other_frequent,10-15,45-65,female,3770,117509
2025-06-02,4,28079,28005,other_non_frequent,other_frequent,>15,25-45,male,2621,81048
2025-06-02,4,28079,28005,other_non_frequent,other_frequent,>15,45-65,female,3173,79740
2025-06-02,4,28079,28006,home,other_frequent,10-15,25-45,female,7657,149909
2025-06-02,4,28079,28006,home,other_frequent,10-15,25-45,male,3209,55607
2025-06-02,4,28079,28006,home,other_frequent,10-15,45-65,female,8948,161538
2025-06-02,4,28079,28006,home,other_frequent,10-15,45-65,male,2276,42928
2025-06-02,4,28079,28006,home,other_frequent,10-15,65-100,male,1879,27623
2025-06-02,4,28079,28006,home,other_frequent,>15,0-25,male,18134,165008
2025-06-02,4,28079,28006,home,other_frequent,>15,25-45,female,7279,37602
2025-06-02,4,28079,28006,home,other_frequent,>15,25-45,male,17194,106964.99999999999
2025-06-02,4,28079,28006,home,other_frequent,>15,45-65,female,15823,47135.99999999999
2025-06-02,4,28079,28006,home,other_frequent,>15,45-65,male,37164,198139
2025-06-02,4,28079,28006,home,other_frequent,>15,65-100,female,4431,11417
2025-06-02,4,28079,28006,home,other_frequent,>15,65-100,male,5151,58513
2025-06-02,4,28079,28006,home,other_non_frequent,10-15,0-25,male,5686,94825
2025-06-02,4,28079,28006,home,other_non_frequent,10-15,45-65,male,2545,47505
2025-06-02,4,28079,28006,home,other_non_frequent,>15,0-25,female,5626,89438
2025-06-02,4,28079,28006,home,other_non_frequent,>15,25-45,female,4251,20262
2025-06-02,4,28079,28006,home,work_or_study,10-15,0-25,male,5960,139119
2025-06-02,4,28079,28006,home,work_or_study,10-15,25-45,female,7219,109240
2025-06-02,4,28079,28006,home,work_or_study,10-15,25-45,male,6532,107735
2025-06-02,4,28079,28006,home,work_or_study,10-15,45-65,female,3572,57665
2025-06-02,4,28079,28006,home,work_or_study,10-15,45-65,male,5195,96523
2025-06-02,4,28079,28006,home,work_or_study,10-15,65-100,male,1997,43009
2025-06-02,4,28079,28006,home,work_or_study,>15,0-25,male,5950,59343
2025-06-02,4,28079,28006,home,work_or_study,>15,25-45,female,7480,95698
2025-06-02,4,28079,28006,home,work_or_study,>15,25-45,male,2999,19729
2025-06-02,4,28079,28006,home,work_or_study,>15,45-65,female,10131,90239
2025-06-02,4,28079,28006,home,work_or_study,>15,45-65,male,7285,70979
2025-06-02,4,28079,28006,home,work_or_study,>15,65-100,female,8862,31408
2025-06-02,4,28079,28006,home,work_or_study,>15,65-100,male,2603,11772
2025-06-02,4,28079,28006,other_frequent,home,>15,0-25,female,8533,24046
2025-06-02,4,28079,28006,other_frequent,home,>15,0-25,male,22848,105319
2025-06-02,4,28079,28006,other_frequent,home,>15,25-45,male,7096,58275.99999999999
2025-06-02,4,28079,28006,other_frequent,home,>15,45-65,female,18985,89063
2025-06-02,4,28079,28006,other_frequent,home,>15,45-65,male,5556,19297
2025-06-02,4,28079,28006,other_frequent,home,>15,65-100,female,4547,24637
2025-06-02,4,28079,28006,other_frequent,home,>15,65-100,male,5548,20295
2025-06-02,4,28079,28006,other_frequent,other_frequent,10-15,0-25,male,6178,22665
2025-06-02,4,28079,28006,other_frequent,other_frequent,10-15,25-45,male,2988,6020
2025-06-02,4,28079,28006,other_frequent,other_frequent,10-15,45-65,female,2294,17290
2025-06-02,4,28079,28006,other_frequent,other_frequent,10-15,45-65,male,5130,14556.999999999998
2025-06-02,4,28079,28006,other_frequent,other_frequent,10-15,65-100,female,4267,15936
2025-06-02,4,28079,28006,other_frequent,other_frequent,>15,0-25,female,5151,17284
2025-06-02,4,28079,28006,other_frequent,other_frequent,>15,25-45,male,7164,10032
2025-06-02,4,28079,28006,other_frequent,other_frequent,>15,45-65,male,2655,22048
2025-06-02,4,28079,28006,other_frequent,other_non_frequent,10-15,25-45,male,2988,47886
2025-06-02,4,28079,28006,other_frequent,other_non_frequent,10-15,45-65,female,3429,64839
2025-06-02,4,28079,28006,other_frequent,other_non_frequent,>15,25-45,male,6832,108534
2025-06-02,4,28079,28006,other_frequent,other_non_frequent,>15,65-100,female,4431,4876
2025-06-02,4,28079,28006,other_frequent,work_or_study,10-15,25-45,male,3544,10856
2025-06-02,4,28079,28006,other_frequent,work_or_study,>15,0-25,male,14306,126204
2025-06-02,4,28079,28006,other_frequent,work_or_study,>15,25-45,male,3520,63627
2025-06-02,4,28079,28006,other_non_frequent,home,>15,25-45,male,10644,87589
2025-06-02,4,28079,28006,other_non_frequent,home,>15,45-65,female,7594,49578
2025-06-02,4,28079,28006,other_non_frequent,home,>15,45-65,male,13890,155960.99999999997
2025-06-02,4,28079,28006,other_non_frequent,home,>15,65-100,female,4547,51922
2025-06-02,4,28079,28006,other_non_frequent,other_frequent,10-15,0-25,female,5960,66419
2025-06-02,4,28079,28006,other_non_frequent,other_frequent,>15,25-45,male,3857,25449
